name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Goias,2020-03-23,28.7,22.7,25.1,30.7,22.7,25.8,21.9,82.92,0,,0,,,,,10.8,178.5,1012.7,0,,,,0,,2020-03-23T06:24:58,2020-03-23T18:28:45,1,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-03-24,28.7,21.6,24.5,31,21.6,24.9,21.7,85.07,0,,0,,,,,14.8,126.8,1011.8,0,,,,0,,2020-03-24T06:25:07,2020-03-24T18:28:00,0,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-03-25,29.2,21.7,24.3,31.4,21.7,24.8,21.4,84.85,0,,0,,,,,9.7,189.4,1011.4,0,,,,0,,2020-03-25T06:25:16,2020-03-25T18:27:15,0.01,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-03-26,30.1,22.1,25.2,32.9,22.1,25.8,20.9,77.79,0,,0,,,,,7.6,167,1010.3,0,,,,0,,2020-03-26T06:25:24,2020-03-26T18:26:30,0.02,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-03-27,30.1,21.2,24.7,34.5,21.2,25.4,21.3,81.92,0,,0,,,,,11.9,145.7,1010.4,0,,,,0,,2020-03-27T06:25:33,2020-03-27T18:25:46,0.04,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-03-28,29.2,21.2,24.4,32,21.2,25.1,21.4,83.99,0,,0,,,,,10.4,154.3,1013.2,0,,,,0,,2020-03-28T06:25:42,2020-03-28T18:25:01,0.07,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-03-29,31.6,21.6,26.2,34.3,21.6,27.3,21,74.69,0,,0,,,,,7.6,125.3,1013.3,0,,,,0,,2020-03-29T06:25:50,2020-03-29T18:24:16,0.11,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-03-30,33.1,22.1,27.3,34.1,22.1,27.9,19.8,66.63,0,,0,,,,,9.4,183.8,1011.9,0,,,,0,,2020-03-30T06:25:59,2020-03-30T18:23:32,0.15,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-03-31,33.7,21.2,26.9,34.1,21.2,27.4,19.2,65.6,0,,0,,,,,10.1,157,1010.7,0,,,,0,,2020-03-31T06:26:08,2020-03-31T18:22:47,0.2,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-04-01,33.7,20.7,26.9,34.4,20.7,27.6,19.1,65.64,0,,0,,,,,16.6,115.5,1011.1,0,,,,0,,2020-04-01T06:26:17,2020-04-01T18:22:03,0.25,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-04-02,34,21.7,27.3,37.5,21.7,28.8,21,70.64,0,,0,,,,,7.6,187.6,1012.5,0,,,,0,,2020-04-02T06:26:26,2020-04-02T18:21:19,0.31,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-04-03,32.7,22.1,26.3,38.2,22.1,27.6,21.6,76.83,0,,0,,,,,9.7,179.5,1011,0,,,,0,,2020-04-03T06:26:34,2020-04-03T18:20:35,0.36,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-04-04,32.6,22.2,26.2,36.9,22.2,27.6,22.2,79.87,0,,0,,,,,10.8,175,1010.7,0,,,,0,,2020-04-04T06:26:43,2020-04-04T18:19:52,0.41,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-04-05,34.6,22.7,28.1,41.5,22.7,30,22,71.99,0,,0,,,,,6.5,144.2,1011.2,0,,,,0,,2020-04-05T06:26:52,2020-04-05T18:19:09,0.45,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-04-06,33.7,23.6,28.1,38.5,23.6,29.9,21.5,69.31,0,,0,,,,,9.7,128.9,1012.2,0,,,,0,,2020-04-06T06:27:02,2020-04-06T18:18:26,0.48,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-04-07,32.6,23.1,24.9,35.9,23.1,25.7,21.8,84.43,0,,0,,,,,7.6,175.8,1013.1,0,,,,0,,2020-04-07T06:27:11,2020-04-07T18:17:43,0.5,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-04-08,33.1,23.1,26.7,38.8,23.1,28.2,22.4,79.09,0,,0,,,,,11.2,156.7,1011.6,0,,,,0,,2020-04-08T06:27:20,2020-04-08T18:17:01,0.5,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-04-09,33.2,21.7,26.6,36.9,21.7,27.7,21,73.4,0,,0,,,,,10.1,155.9,1010.9,0,,,,0,,2020-04-09T06:27:30,2020-04-09T18:16:19,0.52,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-04-10,33.1,21.6,26.9,34.9,21.6,27.5,18.4,61.14,0,,0,,,,,9.4,140.5,1011,0,,,,0,,2020-04-10T06:27:40,2020-04-10T18:15:37,0.54,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-04-11,33.7,20.6,26.7,36.6,20.6,27.4,18.8,64.03,0,,0,,,,,10.8,162.4,1011.6,0,,,,0,,2020-04-11T06:27:49,2020-04-11T18:14:56,0.58,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-04-12,29.7,22.6,25.3,32.9,22.6,26.2,21.8,81.81,0,,0,,,,,8.3,215.7,1013.4,0,,,,0,,2020-04-12T06:28:00,2020-04-12T18:14:16,0.63,Clear,Clear conditions throughout the day.,clear-day,86712099999
Goias,2020-04-13,33.6,21.2,26.3,36.1,21.2,27.4,20.5,72.98,0,,0,,,,,8.3,151.1,1011.3,0,,,,0,,2020-04-13T06:28:10,2020-04-13T18:13:35,0.68,Clear,Clear conditions throughout the day.,clear-day,86712099999
